setor;cnae_classe;situacao_cadastral;natureza_juridica;grande_empresa;obrigacoes_acessorias;obrigacao_principal;atuacao_fiscal;analise_comparativa;consistencia;comercio_exterior;conformidade;impacto
02003 - Combustivel;46826;Ativa;Entidades empresariais;Sim;0,9853;0,9999;1,0000;0,4444;0,613;1;0,8269;Moderado
02003 - Combustivel;46818;Ativa;Entidades empresariais;Sim;0,8030;0,9851;0,7667;0,1111;0,1708;1;0,5755;Muito Alto
10003 - Bens de Capital;77403;Ativa;Entidades empresariais;Sim;0,9599;0,9821;1,0000;0,6667;0,9728;1;0,9524;Alto
02002 - Farmacos;21211;Ativa;Entidades empresariais;Sim;0,9299;0,9130;1,0000;0,4444;0,9676;0,6373;0,881;Moderado
11003 - Atividades profissionais, cientificas e tecnicas;72100;Ativa;Entidades sem fins lucrativos;Sim;0,9639;0,9902;1,0000;0,5723;0,8218;0,7095;0,8699;Muito Baixo
08001 - Automoveis;45111;Ativa;Entidades empresariais;Sim;0,9966;0,9999;1,0000;0,4444;0,9078;1;0,9164;Baixo
08004 - Pedagios;52214;Ativa;Entidades empresariais;Sim;0,9073;1,0000;1,0000;0,6462;0,932;0,9199;0,9269;Muito Alto
11000 - Teleatendimento e Selecao, agenciamento e locacao de mao de obra;82202;Ativa;Entidades empresariais;Sim;0,9338;0,8621;1,0000;0,4444;0,6553;0,7143;0,7893;Muito Alto
02002 - Farmacos;21211;Ativa;Entidades empresariais;Sim;0,9176;0,5963;0,8388;0,5556;0,8248;0,7394;0,7751;Alto
04001 - Tecnologia (Software e Comercio);62023;Ativa;Entidades empresariais;Sim;0,9118;0,9999;1,0000;0,4846;0,9511;1;0,925;Alto
02000 - Petroleo e Gas;06000;Ativa;Entidades empresariais;Sim;0,9031;0,8556;1,0000;0,4444;0,9008;0,7138;0,859;Muito Alto
11002 - Meios de Pagamento, Ticket Alimentacao, Programa de Fidelidade;82997;Ativa;Entidades empresariais;Sim;0,9215;0,8594;0,8595;0,6533;0,5816;0,7696;0,7527;Muito Baixo
03000 - Eletricidade;35115;Ativa;Entidades empresariais;Sim;0,9515;0,9561;0,9361;0,5612;0,9599;0,7064;0,8867;Muito Alto
08003 - Transporte Maritimo;52311;Ativa;Entidades empresariais;Sim;0,9265;0,9388;1,0000;0,4444;0,8697;0,8573;0,8764;Alto
01002 - Planos de Saude;65502;Ativa;Entidades empresariais;Sim;0,8972;0,9650;0,9887;0,5556;0,8103;1;0,881;Muito Alto
09001 - Educacao;85317;Ativa;Entidades sem fins lucrativos;Sim;0,6364;0,7755;0,9500;0,6667;0,2469;1;0,6634;Muito Baixo
11005 - Trading;46818;Ativa;Entidades empresariais;Sim;0,9737;0,9920;1,0000;0,6667;0,9667;0,7826;0,9314;Muito Alto
02003 - Combustivel;46818;Ativa;Entidades empresariais;Sim;0,8928;1,0000;1,0000;0,6667;0,6254;1;0,8436;Baixo
08000 - Transporte Terrestre e Logistica;49116;Ativa;Entidades empresariais;Sim;0,7878;0,9935;0,9710;0,6667;0,9482;0,889;0,9099;Muito Alto
06004 - Alimentos Processados;46397;Ativa;Entidades empresariais;Sim;0,9515;0,9342;0,8667;0,5556;0,8965;1;0,8744;Moderado
08001 - Automoveis;45111;Ativa;Entidades empresariais;Sim;0,9908;0,7142;1,0000;0,4444;0,9857;0,9643;0,9014;Moderado
08004 - Pedagios;52214;Ativa;Entidades empresariais;Sim;0,6816;0,9925;0,9608;0,6667;0,4352;1;0,7535;Muito Alto
08004 - Pedagios;52214;Ativa;Entidades empresariais;Sim;0,9071;1,0000;1,0000;0,5415;0,9666;1;0,9348;Muito Alto
08000 - Transporte Terrestre e Logistica;84116;Ativa;Entidades empresariais;Sim;0,8778;0,8683;0,8617;0,6667;0,948;1;0,8843;Muito Baixo
08004 - Pedagios;52214;Ativa;Entidades empresariais;Sim;0,8902;0,9704;0,9900;0,5556;0,9416;1;0,9207;Alto
02004 - Fabricacao de Borracha;22293;Ativa;Entidades empresariais;Sim;0,7411;0,9870;1,0000;0,6667;0,6651;0,8154;0,8203;Muito Baixo
08005 - Outros Veiculos;46494;Ativa;Entidades empresariais;Sim;0,9468;0,8331;0,7173;0,5556;0,6265;0,7386;0,7129;Alto
09003 - Farmaceutico e Produtos Hospitalares;46443;Ativa;Entidades empresariais;Sim;0,8590;1,0000;0,9515;0,5556;0,5265;0,689;0,7547;Baixo
06004 - Alimentos Processados;10660;Ativa;Entidades empresariais;Sim;0,9206;1,0000;0,8948;0,6667;0,8209;0,73;0,8485;Moderado
02006 - Defensivos agricolas, adubos e fertilizantes;46834;Ativa;Entidades empresariais;Sim;0,8150;0,8435;0,9950;0,4444;0,8649;1;0,8652;Moderado
07002 - Varejistas;47547;Ativa;Entidades empresariais;Sim;1,0000;0,8786;1,0000;0,4444;0,6754;1;0,8325;Baixo
11002 - Meios de Pagamento, Ticket Alimentacao, Programa de Fidelidade;82997;Ativa;Entidades empresariais;Sim;0,9844;0,9775;0,8967;0,5989;0,6345;1;0,8171;Muito Baixo
04001 - Tecnologia (Software e Comercio);62091;Ativa;Entidades empresariais;Sim;0,8781;0,9953;1,0000;0,6667;0,9185;1;0,9295;Moderado
11003 - Atividades profissionais, cientificas e tecnicas;84116;Ativa;Entidades empresariais;Sim;1,0000;0,8911;1,0000;0,4717;0,6141;1;0,8183;Muito Baixo
11002 - Meios de Pagamento, Ticket Alimentacao, Programa de Fidelidade;82997;Ativa;Entidades empresariais;Sim;0,9277;0,9999;0,9999;0,5961;0,9509;1;0,9376;Alto
03001 - Construcao - Edificios;38114;Ativa;Entidades empresariais;Sim;0,8636;0,9978;0,9904;0,5556;0,9429;1;0,9218;Alto
02004 - Fabricacao de Borracha;22226;Ativa;Entidades empresariais;Sim;0,9494;1,0000;1,0000;0,4481;0,8452;0,7349;0,8668;Moderado
03004 - Construcao - Obras de Infra-estrutura;64620;Ativa;Entidades empresariais;Sim;0,9120;0,7006;1,0000;0,5556;0,5809;1;0,7851;Muito Baixo
02002 - Farmacos;47717;Ativa;Entidades empresariais;Sim;0,9639;0,4169;1,0000;0,5929;0,8559;1;0,8425;Alto
10003 - Bens de Capital;27333;Ativa;Entidades empresariais;Sim;0,9230;0,8931;0,8967;0,5556;0,8532;0,9064;0,8527;Muito Alto
10003 - Bens de Capital;28291;Ativa;Entidades empresariais;Sim;0,8921;0,9752;1,0000;0,6667;0,8976;0,7943;0,9016;Moderado
02004 - Fabricacao de Borracha;22293;Ativa;Entidades empresariais;Sim;0,9816;0,9987;0,8000;0,6667;0,9021;0,8122;0,8605;Moderado
08004 - Pedagios;52214;Ativa;Entidades empresariais;Sim;0,9985;0,9409;0,9999;0,6667;0,6959;1;0,8682;Muito Alto
04000 - Telecomunicacoes;61108;Ativa;Entidades empresariais;Sim;0,8609;0,7061;0,8755;0,4532;0,8403;1;0,8134;Muito Alto
09000 - Saude;86101;Ativa;Entidades empresariais;Sim;0,9389;1,0000;0,9700;0,5556;0,7627;1;0,8699;Moderado
11002 - Meios de Pagamento, Ticket Alimentacao, Programa de Fidelidade;82997;Ativa;Entidades empresariais;Sim;0,9176;0,8379;1,0000;0,4656;0,6404;1;0,811;Muito Baixo
11004 - Atividades Imobiliarias, Shopping Center;68102;Ativa;Entidades empresariais;Sim;0,9890;0,9480;1,0000;0,5556;0,5238;1;0,8054;Moderado
03005 - Construcao - Servicos;43215;Ativa;Entidades empresariais;Sim;0,9072;0,9456;1,0000;0,4444;0,4391;1;0,7604;Muito Baixo
04000 - Telecomunicacoes;61906;Ativa;Entidades empresariais;Sim;0,9851;0,7886;1,0000;0,5608;0,9762;1;0,9221;Alto
08002 - Transporte Aereo e Gestao de Aeroportos;51111;Ativa;Entidades empresariais;Sim;0,6631;0,6202;0,8588;0,4444;0,5357;0,7007;0,6564;Baixo
06002 - Turismo, Hotelaria e Lazer;55108;Ativa;Entidades empresariais;Sim;0,7796;0,9558;0,8000;0,6667;0,5967;1;0,7623;Moderado
08001 - Automoveis;29492;Ativa;Entidades empresariais;Sim;0,9678;1,0000;1,0000;0,6101;0,9931;0,8065;0,9364;Baixo
06003 - Pecuaria, carnes, leites e derivados;10112;Ativa;Entidades empresariais;Sim;0,8129;0,7797;0,8889;0,6667;0,7759;0,8112;0,8043;Alto
08001 - Automoveis;71120;Ativa;Entidades empresariais;Sim;0,9572;0,9323;0,9674;0,4444;0,9579;0,7062;0,8809;Muito Alto
11003 - Atividades profissionais, cientificas e tecnicas;73203;Ativa;Entidades empresariais;Sim;0,9801;0,9965;1,0000;0,6667;0,9469;1;0,9483;Alto
02006 - Defensivos agricolas, adubos e fertilizantes;47890;Ativa;Entidades empresariais;Sim;0,8608;1,0000;0,8000;0,4444;0,6603;1;0,7726;Moderado
04001 - Tecnologia (Software e Comercio);62091;Ativa;Entidades empresariais;Sim;0,9670;0,9438;1,0000;0,6667;0,6645;1;0,856;Muito Baixo
02006 - Defensivos agricolas, adubos e fertilizantes;20134;Ativa;Entidades empresariais;Sim;0,9350;0,9998;1,0000;0,4444;0,8014;0,7669;0,855;Moderado
04000 - Telecomunicacoes;64620;Ativa;Entidades empresariais;Sim;0,9814;0,8156;0,9933;0,6667;0,9756;1;0,9335;Muito Alto
11006 - Vigilancia, seguranca e investigacao - Servicos;80111;Ativa;Entidades empresariais;Sim;1,0000;0,6086;0,9867;0,6667;0,5;1;0,766;Muito Baixo
04003 - Imprensa e Cultura;60225;Ativa;Entidades empresariais;Sim;0,9935;1,0000;1,0000;0,6667;0,9751;1;0,9585;Baixo
09001 - Educacao;85317;Ativa;Entidades empresariais;Sim;0,9706;0,9454;1,0000;0,4444;0,804;1;0,8761;Muito Alto
11007 - Igrejas e Associacoes;94936;Ativa;Entidades sem fins lucrativos;Sim;0,9327;0,9762;0,7667;0,6408;0,8838;1;0,8543;Muito Baixo
02006 - Defensivos agricolas, adubos e fertilizantes;20134;Ativa;Entidades empresariais;Sim;0,9372;0,8397;0,9991;0,6456;0,6702;0,8626;0,8261;Muito Alto
07001 - Supermercados;47113;Ativa;Entidades empresariais;Sim;0,9802;0,9797;1,0000;0,4846;0,9223;1;0,9207;Alto
09003 - Farmaceutico e Produtos Hospitalares;46443;Ativa;Entidades empresariais;Sim;0,9783;0,6726;1,0000;0,4444;0,5158;1;0,7577;Baixo
02001 - Quimicos - Fabricacao;20291;Ativa;Entidades empresariais;Sim;0,9851;1,0000;0,9376;0,6667;0,8452;0,8445;0,8857;Muito Alto
02005 - Sucroalcooleiro;10716;Ativa;Entidades empresariais;Sim;0,9250;0,6841;0,8880;0,6240;0,8598;0,9286;0,8364;Muito Alto
08001 - Automoveis;29441;Ativa;Entidades empresariais;Sim;0,9113;0,9068;0,9488;0,6667;0,9748;0,792;0,9039;Alto
02003 - Combustivel;46818;Ativa;Entidades empresariais;Sim;0,9786;0,9995;0,9647;0,4444;0,8214;1;0,8788;Muito Alto
08003 - Transporte Maritimo;52311;Ativa;Entidades empresariais;Sim;0,9026;0,6535;0,7470;0,5556;0,5781;0,686;0,6754;Baixo
11003 - Atividades profissionais, cientificas e tecnicas;72100;Ativa;Entidades sem fins lucrativos;Sim;0,9879;0,7088;0,8750;0,5747;0,7916;0,7629;0,8001;Moderado
10004 - Papel e Celulose;17494;Ativa;Entidades empresariais;Sim;0,9620;0,9566;0,8995;0,6072;0,905;0,8002;0,8751;Moderado
02004 - Fabricacao de Borracha;22293;Ativa;Entidades empresariais;Sim;0,9146;0,9475;1,0000;0,4444;0,9218;0,88;0,8941;Moderado
11006 - Vigilancia, seguranca e investigacao - Servicos;80111;Ativa;Entidades empresariais;Sim;0,9836;0,8131;1,0000;0,5556;0,5159;1;0,7863;Muito Baixo
10003 - Bens de Capital;27902;Ativa;Entidades empresariais;Sim;0,9015;0,7939;1,0000;0,6667;0,7676;0,8212;0,8445;Alto
01000 - Instituicoes Financeiras e de Seguros;64310;Ativa;Entidades empresariais;Sim;0,9227;0,9636;1,0000;0,6667;0,9307;1;0,9338;Alto
02006 - Defensivos agricolas, adubos e fertilizantes;01610;Ativa;Entidades empresariais;Sim;0,9714;0,9764;1,0000;0,4444;0,8794;0,8561;0,8882;Baixo
03005 - Construcao - Servicos;82997;Ativa;Entidades empresariais;Sim;0,9699;0,9734;0,9900;0,4835;0,6565;0,8571;0,822;Moderado
06003 - Pecuaria, carnes, leites e derivados;47717;Ativa;Entidades empresariais;Sim;0,8891;0,7224;1,0000;0,5556;0,8695;1;0,872;Alto
04000 - Telecomunicacoes;61906;Ativa;Entidades empresariais;Sim;0,9824;0,9554;1,0000;0,4444;0,8678;0,9224;0,8899;Alto
01002 - Planos de Saude;65502;Ativa;Entidades empresariais;Sim;0,9453;0,9783;1,0000;0,4444;0,602;1;0,817;Moderado
01000 - Instituicoes Financeiras e de Seguros;66126;Ativa;Entidades empresariais;Sim;1,0000;1,0000;0,9900;0,6667;0,9306;1;0,9431;Moderado
08001 - Automoveis;45111;Ativa;Entidades empresariais;Sim;0,9861;0,9697;1,0000;0,6667;0,8144;1;0,906;Alto
07004 - Calcados;15327;Ativa;Entidades empresariais;Sim;0,9088;0,8018;0,9898;0,5556;0,7337;0,8272;0,8226;Alto
08004 - Pedagios;52214;Ativa;Entidades empresariais;Sim;0,9294;0,9640;1,0000;0,6667;0,9461;1;0,9391;Baixo
02003 - Combustivel;46818;Ativa;Entidades empresariais;Sim;0,9890;0,8417;1,0000;0,5108;0,6857;1;0,8367;Moderado
11000 - Teleatendimento e Selecao, agenciamento e locacao de mao de obra;78302;Ativa;Entidades empresariais;Sim;0,9222;0,8494;0,7111;0,2222;0,6508;1;0,7107;Baixo
03000 - Eletricidade;35131;Ativa;Entidades empresariais;Sim;0,9858;0,8768;0,8667;0,4444;0,9941;0,9286;0,882;Muito Alto
10002 - Bens de Capital - Comercio e Servicos;33147;Ativa;Entidades empresariais;Sim;0,9055;0,8073;0,7875;0,4444;0,6638;0,7759;0,7291;Alto
07002 - Varejistas;46494;Ativa;Entidades empresariais;Sim;0,9822;0,9231;1,0000;0,6667;0,5728;0,6337;0,7909;Baixo
03000 - Eletricidade;35115;Ativa;Entidades empresariais;Sim;0,9548;0,9900;1,0000;0,6667;0,9241;1;0,9382;Baixo
02000 - Petroleo e Gas;49400;Ativa;Entidades empresariais;Sim;0,9189;0,8210;0,8291;0,5556;0,9639;0,7517;0,8425;Muito Alto
06004 - Alimentos Processados;10619;Ativa;Entidades empresariais;Sim;0,8845;0,7141;1,0000;0,4444;0,6188;0,8442;0,7686;Alto
05004 - Fabricacao e comercio de prod. de metal;25918;Ativa;Entidades empresariais;Sim;0,6894;0,6152;0,8733;0,4644;0,8679;0,8303;0,7771;Moderado
01000 - Instituicoes Financeiras e de Seguros;65120;Ativa;Entidades empresariais;Sim;0,9206;0,9974;0,9758;0,4444;0,9495;1;0,9143;Alto
08001 - Automoveis;45111;Ativa;Entidades empresariais;Sim;0,8589;0,9854;1,0000;0,6667;0,9687;1;0,9414;Alto
11006 - Vigilancia, seguranca e investigacao - Servicos;80111;Ativa;Entidades empresariais;Sim;0,9929;0,7261;0,9933;0,4444;0,8968;1;0,878;Baixo
01002 - Planos de Saude;65502;Ativa;Entidades empresariais;Sim;0,7013;0,9915;1,0000;0,5997;0,8795;1;0,8929;Muito Alto
08000 - Transporte Terrestre e Logistica;49302;Ativa;Entidades empresariais;Sim;0,8434;0,6563;0,9267;0,6667;0,8155;1;0,8339;Moderado
06005 - Bebidas - Nao Alcoolicos;11224;Ativa;Entidades empresariais;Sim;0,9339;0,8888;0,7667;0,4444;0,9472;0,8379;0,8271;Baixo
01002 - Planos de Saude;65502;Ativa;Entidades empresariais;Sim;0,8342;0,9949;0,8000;0,6667;0,5622;1;0,7621;Muito Baixo
03005 - Construcao - Servicos;81117;Ativa;Entidades empresariais;Sim;0,9772;0,9234;1,0000;0,5556;0,8373;1;0,8953;Moderado
10001 - Textil;14126;Ativa;Entidades empresariais;Sim;0,9061;0,8322;0,8150;0,6667;0,4672;0,7456;0,7001;Moderado
06001 - Producao e comercio agricola;46222;Ativa;Entidades empresariais;Sim;0,8895;0,6555;1,0000;0,6667;0,7416;0,6918;0,8059;Muito Alto
08000 - Transporte Terrestre e Logistica;49124;Ativa;Entidades empresariais;Sim;0,9945;0,9995;0,9833;0,5556;0,985;0,8462;0,9304;Alto
11003 - Atividades profissionais, cientificas e tecnicas;69117;Ativa;Entidades empresariais;Sim;1,0000;0,9895;1,0000;0,6667;0,7075;1;0,8777;Muito Baixo
08000 - Transporte Terrestre e Logistica;52117;Ativa;Entidades empresariais;Sim;0,8875;0,9992;0,9997;0,4444;0,6421;1;0,8256;Baixo
07002 - Varejistas;82113;Ativa;Entidades empresariais;Sim;0,8259;0,9353;1,0000;0,4444;0,5148;0,8808;0,7618;Baixo
11003 - Atividades profissionais, cientificas e tecnicas;71120;Ativa;Entidades empresariais;Sim;0,7380;0,9425;1,0000;0,6667;0,6565;1;0,8305;Baixo
02000 - Petroleo e Gas;35204;Ativa;Entidades empresariais;Sim;0,9815;0,9865;1,0000;0,6667;0,9438;1;0,9463;Alto
06001 - Producao e comercio agricola;46231;Ativa;Entidades empresariais;Sim;0,9132;0,8663;1,0000;0,5556;0,873;1;0,8927;Muito Baixo
02002 - Farmacos;47717;Ativa;Entidades empresariais;Sim;0,8555;0,8375;0,6667;0,5556;0,8135;1;0,7723;Muito Baixo
10000 - Industria em Geral;31047;Ativa;Entidades empresariais;Sim;0,9894;1,0000;0,9166;0,4444;0,6999;0,7623;0,8062;Baixo
03000 - Eletricidade;35115;Ativa;Entidades empresariais;Sim;0,9249;1,0000;0,9567;0,5631;0,9791;0,747;0,9051;Alto
01000 - Instituicoes Financeiras e de Seguros;66223;Ativa;Entidades empresariais;Sim;0,9743;0,9967;0,9933;0,4444;0,9696;1;0,9305;Baixo
08003 - Transporte Maritimo;52311;Ativa;Entidades empresariais;Sim;0,9902;0,9292;0,8667;0,4444;0,6516;0,7958;0,7727;Alto
04002 - Eletroeletronicos;26400;Ativa;Entidades empresariais;Sim;0,9835;0,9921;0,8667;0,5539;0,8461;0,8222;0,8515;Alto
11008 - Servicos de Locacao;77331;Ativa;Entidades empresariais;Sim;0,9206;0,9062;0,9118;0,5517;0,9429;0,8007;0,8742;Baixo
02005 - Sucroalcooleiro;10716;Ativa;Entidades empresariais;Sim;0,9403;1,0000;0,8850;0,4444;0,9325;0,9336;0,8794;Alto
02001 - Quimicos - Fabricacao;20916;Ativa;Entidades empresariais;Sim;0,9590;0,9520;0,9418;0,5783;0,9362;0,7876;0,8913;Muito Alto
06000 - Bebidas - Alcoolicas;46354;Ativa;Entidades empresariais;Sim;0,9707;0,9913;0,7170;0,4691;0,217;0,7975;0,6085;Moderado
07002 - Varejistas;82113;Ativa;Entidades empresariais;Sim;0,8159;0,7758;0,9933;0,5556;0,9354;1;0,889;Muito Baixo
09001 - Educacao;64620;Ativa;Entidades empresariais;Sim;0,9635;0,8162;0,9300;0,6667;0,9417;1;0,9039;Muito Alto
01000 - Instituicoes Financeiras e de Seguros;64221;Ativa;Entidades empresariais;Sim;0,9863;1,0000;0,9300;0,6667;0,9552;0,7952;0,9118;Muito Alto
04002 - Eletroeletronicos;28232;Ativa;Entidades empresariais;Sim;0,9570;0,6069;0,8827;0,5556;0,6159;0,7337;0,7294;Moderado
08000 - Transporte Terrestre e Logistica;49302;Ativa;Entidades empresariais;Sim;0,9100;0,9378;1,0000;0,6667;0,5646;1;0,8196;Baixo
08003 - Transporte Maritimo;52311;Ativa;Entidades empresariais;Sim;0,9241;0,8612;0,6332;0,4444;0,9006;0,781;0,7658;Alto
02000 - Petroleo e Gas;09106;Ativa;Entidades empresariais;Sim;0,9513;0,7392;0,9933;0,5556;0,8571;0,8446;0,8591;Moderado
02003 - Combustivel;46818;Ativa;Entidades empresariais;Sim;0,9713;0,8427;0,6718;0,4485;0,439;0,7962;0,6425;Muito Alto
11000 - Teleatendimento e Selecao, agenciamento e locacao de mao de obra;82202;Ativa;Entidades empresariais;Sim;0,9989;0,9687;1,0000;0,4444;0,5592;0,9596;0,8043;Muito Baixo
03000 - Eletricidade;35115;Ativa;Entidades empresariais;Sim;0,9959;0,9944;1,0000;0,6375;0,9721;1;0,9543;Alto
01002 - Planos de Saude;65502;Ativa;Entidades empresariais;Sim;0,8470;1,0000;1,0000;0,6667;0,9214;1;0,9278;Muito Alto
11006 - Vigilancia, seguranca e investigacao - Servicos;81214;Ativa;Entidades empresariais;Sim;0,9463;0,7711;1,0000;0,4444;0,9054;1;0,8832;Alto
08001 - Automoveis;29492;Ativa;Entidades empresariais;Sim;0,9516;0,8162;0,9890;0,4444;0,9619;0,8174;0,8848;Moderado
02002 - Farmacos;21211;Ativa;Entidades empresariais;Sim;0,7935;0,9195;0,9857;0,5556;0,905;0,7857;0,8713;Muito Alto
07001 - Supermercados;47113;Ativa;Entidades empresariais;Sim;0,8462;0,8058;0,8000;0,4780;0,2061;0,9345;0,6084;Alto
01000 - Instituicoes Financeiras e de Seguros;66126;Ativa;Entidades empresariais;Sim;0,9851;0,9755;1,0000;0,6667;0,7119;1;0,8758;Alto
04002 - Eletroeletronicos;26329;Ativa;Entidades empresariais;Sim;0,9504;0,7638;0,9762;0,4444;0,6116;0,7513;0,7631;Baixo
11007 - Igrejas e Associacoes;94910;Ativa;Entidades sem fins lucrativos;Sim;0,9519;1,0000;1,0000;0,5556;0,9769;0,8442;0,9282;Moderado
05004 - Fabricacao e comercio de prod. de metal;25390;Ativa;Entidades empresariais;Sim;0,9955;0,8187;1,0000;0,4444;0,9065;0,7593;0,8701;Muito Alto
07001 - Supermercados;47113;Ativa;Entidades empresariais;Sim;0,8547;1,0000;1,0000;0,6667;0,5668;1;0,8222;Muito Alto
03000 - Eletricidade;94111;Ativa;Entidades sem fins lucrativos;Sim;0,9824;0,9006;0,9867;0,4444;0,9746;0,7857;0,898;Muito Alto
04001 - Tecnologia (Software e Comercio);62040;Ativa;Entidades empresariais;Sim;0,7976;0,8553;0,9624;0,4444;0,8804;1;0,8604;Muito Alto
10003 - Bens de Capital;28542;Ativa;Entidades empresariais;Sim;0,8648;0,8509;1,0000;0,5556;0,8983;0,7374;0,8674;Alto
02001 - Quimicos - Fabricacao;20932;Ativa;Entidades empresariais;Sim;0,9851;1,0000;1,0000;0,6667;0,9107;0,86;0,9244;Alto
08000 - Transporte Terrestre e Logistica;52508;Ativa;Entidades empresariais;Sim;0,9291;0,9141;1,0000;0,4444;0,867;1;0,8871;Muito Alto
08004 - Pedagios;64620;Ativa;Entidades empresariais;Sim;0,8437;0,7460;0,8577;0,4444;0,8618;1;0,817;Muito Alto
08001 - Automoveis;45111;Ativa;Entidades empresariais;Sim;0,8703;0,9962;1,0000;0,5556;0,6904;1;0,8493;Baixo
11003 - Atividades profissionais, cientificas e tecnicas;69117;Ativa;Entidades empresariais;Sim;0,9145;1,0000;1,0000;0,4444;0,9734;1;0,9279;Moderado
02005 - Sucroalcooleiro;19314;Ativa;Entidades empresariais;Sim;0,9521;1,0000;0,9347;0,4444;0,9461;1;0,9052;Alto
06002 - Turismo, Hotelaria e Lazer;90019;Ativa;Entidades empresariais;Sim;0,8512;0,9818;0,7652;0,4444;0,9273;1;0,8398;Alto
01000 - Instituicoes Financeiras e de Seguros;64620;Ativa;Entidades empresariais;Sim;0,9745;0,9279;1,0000;0,6667;0,9345;1;0,9358;Muito Alto
02000 - Petroleo e Gas;35204;Ativa;Entidades empresariais;Sim;0,9359;0,9835;1,0000;0,6667;0,9825;1;0,953;Muito Alto
01002 - Planos de Saude;65502;Ativa;Entidades empresariais;Sim;0,9021;1,0000;1,0000;0,4444;0,958;1;0,9221;Moderado
06000 - Bebidas - Alcoolicas;46354;Ativa;Entidades empresariais;Sim;0,9267;0,9682;0,6949;0,4444;0,9746;0,869;0,8271;Muito Alto
08001 - Automoveis;82113;Ativa;Entidades empresariais;Sim;0,9281;0,8833;0,9047;0,6667;0,6728;0,879;0,8085;Muito Alto
01002 - Planos de Saude;65502;Ativa;Entidades empresariais;Sim;0,9009;0,9919;1,0000;0,6601;0,9815;1;0,9496;Muito Alto
01000 - Instituicoes Financeiras e de Seguros;65413;Ativa;Entidades sem fins lucrativos;Sim;0,9089;1,0000;1,0000;0,6591;0,977;1;0,9499;Moderado
08000 - Transporte Terrestre e Logistica;46699;Ativa;Entidades empresariais;Sim;0,9458;0,8918;0,7773;0,5556;0,9423;0,7453;0,832;Alto
06004 - Alimentos Processados;10911;Ativa;Entidades empresariais;Sim;0,9674;0,9929;1,0000;0,6667;0,6054;0,875;0,8317;Baixo
07002 - Varejistas;47547;Ativa;Entidades empresariais;Sim;0,8810;0,8861;0,8667;0,6418;0,9056;1;0,873;Moderado
08000 - Transporte Terrestre e Logistica;49302;Ativa;Entidades empresariais;Sim;0,8430;0,9232;0,8000;0,4444;0,7968;1;0,8026;Alto
02000 - Petroleo e Gas;06000;Ativa;Entidades empresariais;Sim;0,9848;0,9182;1,0000;0,4444;0,6298;0,6631;0,7884;Muito Baixo
08003 - Transporte Maritimo;50301;Ativa;Entidades empresariais;Sim;0,8628;0,8859;0,8648;0,5556;0,9338;0,6908;0,8395;Alto
08003 - Transporte Maritimo;52311;Ativa;Entidades empresariais;Sim;0,9500;0,9286;0,9628;0,4444;0,8612;0,7589;0,8547;Alto
03006 - Construcao - Comercio;82113;Ativa;Entidades empresariais;Sim;0,7904;1,0000;1,0000;0,6667;0,9462;1;0,9296;Moderado
11000 - Teleatendimento e Selecao, agenciamento e locacao de mao de obra;82202;Ativa;Entidades empresariais;Sim;0,6367;0,9325;0,8950;0,4481;0,9464;1;0,8549;Muito Alto
11003 - Atividades profissionais, cientificas e tecnicas;69117;Ativa;Entidades empresariais;Sim;0,9628;1,0000;1,0000;0,6667;0,7063;1;0,8748;Muito Alto
09003 - Farmaceutico e Produtos Hospitalares;32507;Ativa;Entidades empresariais;Sim;0,9958;0,9995;1,0000;0,6667;0,6642;0,814;0,8469;Baixo
04000 - Telecomunicacoes;61302;Ativa;Entidades empresariais;Sim;0,9544;1,0000;1,0000;0,5758;0,9836;0,8961;0,9377;Moderado
01000 - Instituicoes Financeiras e de Seguros;64344;Ativa;Entidades empresariais;Sim;0,9704;0,9572;1,0000;0,5078;0,994;1;0,9409;Moderado
